State,Sheltered Total Homeless,Sheltered ES Homeless,Sheltered TH Homeless,Sheltered SH Homeless,Year
PA,13819.0,6954.0,6865.0,,2009
PA,13418.0,6878.0,6381.0,159.0,2010
PA,14036.0,7387.0,6484.0,165.0,2011
PA,13660.0,6946.0,6512.0,202.0,2012
PA,13727.0,6943.0,6555.0,229.0,2013
PA,14301.0,7733.0,6294.0,274.0,2014
PA,13993.0,7576.0,6155.0,262.0,2015
PA,13664.0,7784.0,5689.0,191.0,2016
PA,12340.0,7524.0,4646.0,170.0,2017
PA,11768.0,7863.0,3625.0,280.0,2018
PA,11569.0,8053.0,3221.0,295.0,2019
PA,11518.0,8244.0,2958.0,316.0,2020
PA,9364.0,6525.0,2586.0,253.0,2021
PA,11085.0,8349.0,2503.0,233.0,2022
PA,10792.0,8389.0,2151.0,252.0,2023
PA,14741.0,6445.0,8296.0,,2007
PA,14079.0,6336.0,7743.0,,2008
PA,13819.0,6954.0,6865.0,,2009
PA,13418.0,6878.0,6381.0,159.0,2010
PA,14036.0,7387.0,6484.0,165.0,2011
PA,13660.0,6946.0,6512.0,202.0,2012
PA,13727.0,6943.0,6555.0,229.0,2013
PA,14301.0,7733.0,6294.0,274.0,2014
PA,13993.0,7576.0,6155.0,262.0,2015
PA,13664.0,7784.0,5689.0,191.0,2016
PA,12340.0,7524.0,4646.0,170.0,2017
PA,11768.0,7863.0,3625.0,280.0,2018
PA,11569.0,8053.0,3221.0,295.0,2019
PA,11518.0,8244.0,2958.0,316.0,2020
PA,9364.0,6525.0,2586.0,253.0,2021
PA,11085.0,8349.0,2503.0,233.0,2022
PA,10792.0,8389.0,2151.0,252.0,2023
PA,14741.0,6445.0,8296.0,,2007
PA,14079.0,6336.0,7743.0,,2008
PA,13819.0,6954.0,6865.0,,2009
PA,13418.0,6878.0,6381.0,159.0,2010
PA,14036.0,7387.0,6484.0,165.0,2011
PA,13660.0,6946.0,6512.0,202.0,2012
PA,13727.0,6943.0,6555.0,229.0,2013
PA,14301.0,7733.0,6294.0,274.0,2014
PA,13993.0,7576.0,6155.0,262.0,2015
PA,13664.0,7784.0,5689.0,191.0,2016
PA,12340.0,7524.0,4646.0,170.0,2017
PA,11768.0,7863.0,3625.0,280.0,2018
PA,11569.0,8053.0,3221.0,295.0,2019
PA,11518.0,8244.0,2958.0,316.0,2020
PA,9364.0,6525.0,2586.0,253.0,2021
PA,11085.0,8349.0,2503.0,233.0,2022
PA,10792.0,8389.0,2151.0,252.0,2023
PA,14741.0,6445.0,8296.0,,2007
PA,14079.0,6336.0,7743.0,,2008
PA,13819.0,6954.0,6865.0,,2009
PA,13418.0,6878.0,6381.0,159.0,2010
PA,14036.0,7387.0,6484.0,165.0,2011
PA,13660.0,6946.0,6512.0,202.0,2012
PA,13727.0,6943.0,6555.0,229.0,2013
PA,14301.0,7733.0,6294.0,274.0,2014
PA,13993.0,7576.0,6155.0,262.0,2015
PA,13664.0,7784.0,5689.0,191.0,2016
PA,12340.0,7524.0,4646.0,170.0,2017
PA,11768.0,7863.0,3625.0,280.0,2018
PA,11569.0,8053.0,3221.0,295.0,2019
PA,11518.0,8244.0,2958.0,316.0,2020
PA,9364.0,6525.0,2586.0,253.0,2021
PA,11085.0,8349.0,2503.0,233.0,2022
PA,10792.0,8389.0,2151.0,252.0,2023
PA,14741.0,6445.0,8296.0,,2007
PA,14079.0,6336.0,7743.0,,2008
PA,13819.0,6954.0,6865.0,,2009
PA,13418.0,6878.0,6381.0,159.0,2010
PA,14036.0,7387.0,6484.0,165.0,2011
PA,13660.0,6946.0,6512.0,202.0,2012
PA,13727.0,6943.0,6555.0,229.0,2013
PA,14301.0,7733.0,6294.0,274.0,2014
PA,13993.0,7576.0,6155.0,262.0,2015
PA,13664.0,7784.0,5689.0,191.0,2016
PA,12340.0,7524.0,4646.0,170.0,2017
PA,11768.0,7863.0,3625.0,280.0,2018
PA,11569.0,8053.0,3221.0,295.0,2019
PA,11518.0,8244.0,2958.0,316.0,2020
PA,9364.0,6525.0,2586.0,253.0,2021
PA,11085.0,8349.0,2503.0,233.0,2022
PA,10792.0,8389.0,2151.0,252.0,2023
PA,14741.0,6445.0,8296.0,,2007
PA,14079.0,6336.0,7743.0,,2008
PA,13819.0,6954.0,6865.0,,2009
PA,13418.0,6878.0,6381.0,159.0,2010
PA,14036.0,7387.0,6484.0,165.0,2011
PA,13660.0,6946.0,6512.0,202.0,2012
PA,13727.0,6943.0,6555.0,229.0,2013
PA,14301.0,7733.0,6294.0,274.0,2014
PA,13993.0,7576.0,6155.0,262.0,2015
PA,13664.0,7784.0,5689.0,191.0,2016
PA,12340.0,7524.0,4646.0,170.0,2017
PA,11768.0,7863.0,3625.0,280.0,2018
PA,11569.0,8053.0,3221.0,295.0,2019
PA,11518.0,8244.0,2958.0,316.0,2020
PA,9364.0,6525.0,2586.0,253.0,2021
PA,11085.0,8349.0,2503.0,233.0,2022
PA,10792.0,8389.0,2151.0,252.0,2023
PA,14741.0,6445.0,8296.0,,2007
PA,14079.0,6336.0,7743.0,,2008
PA,13819.0,6954.0,6865.0,,2009
PA,13418.0,6878.0,6381.0,159.0,2010
PA,14036.0,7387.0,6484.0,165.0,2011
PA,13660.0,6946.0,6512.0,202.0,2012
PA,13727.0,6943.0,6555.0,229.0,2013
PA,14301.0,7733.0,6294.0,274.0,2014
PA,13993.0,7576.0,6155.0,262.0,2015
PA,13664.0,7784.0,5689.0,191.0,2016
PA,12340.0,7524.0,4646.0,170.0,2017
PA,11768.0,7863.0,3625.0,280.0,2018
PA,11569.0,8053.0,3221.0,295.0,2019
PA,11518.0,8244.0,2958.0,316.0,2020
PA,9364.0,6525.0,2586.0,253.0,2021
PA,11085.0,8349.0,2503.0,233.0,2022
PA,10792.0,8389.0,2151.0,252.0,2023
PA,14741.0,6445.0,8296.0,,2007
PA,14079.0,6336.0,7743.0,,2008
PA,13819.0,6954.0,6865.0,,2009
PA,13418.0,6878.0,6381.0,159.0,2010
PA,14036.0,7387.0,6484.0,165.0,2011
PA,13660.0,6946.0,6512.0,202.0,2012
PA,13727.0,6943.0,6555.0,229.0,2013
PA,14301.0,7733.0,6294.0,274.0,2014
PA,13993.0,7576.0,6155.0,262.0,2015
PA,13664.0,7784.0,5689.0,191.0,2016
PA,12340.0,7524.0,4646.0,170.0,2017
PA,11768.0,7863.0,3625.0,280.0,2018
PA,11569.0,8053.0,3221.0,295.0,2019
PA,11518.0,8244.0,2958.0,316.0,2020
PA,9364.0,6525.0,2586.0,253.0,2021
PA,11085.0,8349.0,2503.0,233.0,2022
PA,10792.0,8389.0,2151.0,252.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
FL,20529.0,8988.0,11541.0,,2007
FL,20724.0,9769.0,10955.0,,2008
FL,21867.0,10491.0,11376.0,,2009
FL,21817.0,10242.0,11478.0,97.0,2010
FL,20824.0,9641.0,11032.0,151.0,2011
FL,19832.0,9388.0,10289.0,155.0,2012
FL,19670.0,8755.0,10729.0,186.0,2013
FL,19851.0,10250.0,9469.0,132.0,2014
FL,18883.0,9894.0,8865.0,124.0,2015
FL,18198.0,10526.0,7542.0,130.0,2016
FL,17111.0,10732.0,6266.0,113.0,2017
FL,17637.0,12089.0,5419.0,129.0,2018
FL,15852.0,10465.0,5213.0,174.0,2019
FL,14815.0,9899.0,4739.0,177.0,2020
FL,13393.0,9193.0,4027.0,173.0,2021
FL,14213.0,10040.0,4041.0,132.0,2022
FL,15274.0,10843.0,4289.0,142.0,2023
GA,8341.0,4267.0,4074.0,,2007
GA,8865.0,4420.0,4445.0,,2008
GA,9419.0,4819.0,4600.0,,2009
GA,8746.0,4303.0,4443.0,0.0,2010
GA,8723.0,4483.0,4240.0,0.0,2011
GA,8320.0,4291.0,4007.0,22.0,2012
GA,8510.0,4824.0,3686.0,0.0,2013
GA,8214.0,4441.0,3773.0,0.0,2014
GA,7987.0,3984.0,4003.0,0.0,2015
GA,7543.0,3963.0,3580.0,0.0,2016
